Site,age,date,infected
AK,18-49,2021-04-03,0.196244722646313
AK,18-49,2021-04-10,0.198569283126956
AK,18-49,2021-04-17,0.202326622235782
AK,18-49,2021-04-24,0.202339701664716
AK,18-49,2021-05-01,0.205454758481059
AK,18-49,2021-05-08,0.205552780979219
AK,18-49,2021-05-15,0.207775380360241
AK,18-49,2021-05-22,0.208229116780778
AK,18-49,2021-05-29,0.20818915864416
AK,18-49,2021-06-05,0.207283393368193
AK,18-49,2021-06-12,0.206727620357451
AK,18-49,2021-06-19,0.207370472260797
AK,18-49,2021-06-26,0.20626262815471
AK,18-49,2021-07-03,0.208599219643058
AK,18-49,2021-07-10,0.207645987074697
AK,18-49,2021-07-17,0.209374311912218
AK,18-49,2021-07-24,0.211744142413424
AK,18-49,2021-07-31,0.214406007151464
AK,18-49,2021-08-07,0.21995379989905
AK,18-49,2021-08-14,0.220994668634949
AK,18-49,2021-08-21,0.22557102985518
AK,18-49,2021-08-28,0.23564941441932
AK,18-49,2021-09-04,0.240995015060778
AK,18-49,2021-09-11,0.251175776224563
AK,18-49,2021-09-18,0.262568823486599
AK,18-49,2021-09-25,0.272259769624862
AK,18-49,2021-10-02,0.304248971728256
AK,18-49,2021-10-09,0.317246400243767
AK,18-49,2021-10-16,0.339110885271253
AK,18-49,2021-10-23,0.353418643610101
AK,18-49,2021-10-30,0.365817523544479
AK,18-49,2021-11-06,0.381985405491449
AK,18-49,2021-11-13,0.387080645435917
AK,18-49,2021-11-20,0.393813597440763
AK,18-49,2021-11-27,0.399660823135413
AK,18-49,2021-12-04,0.404198835469186
AK,18-49,2021-12-11,0.406894239632142
AK,18-49,2021-12-18,0.415508109673668
AK,18-49,2021-12-25,0.415671954315846
AK,18-49,2022-01-01,0.420258483696493
AK,18-49,2022-01-08,0.432723051375582
AK,18-49,2022-01-15,0.460991471605234
AK,18-49,2022-02-11,0.603047218836631
AK,50-64,2020-08-01,0.0339419093827228
AK,50-64,2020-08-08,0.0349512149327327
AK,50-64,2020-08-15,0.0373481022523954
AK,50-64,2020-08-22,0.0390930104793861
AK,50-64,2020-08-29,0.0407274898492953
AK,50-64,2020-09-05,0.0418299494871982
AK,50-64,2020-09-12,0.0426403886235046
AK,50-64,2020-09-19,0.0434703808376792
AK,50-64,2020-09-26,0.0457313539473837
AK,50-64,2020-10-03,0.047771716047992
AK,50-64,2020-10-10,0.0511544170808979
AK,50-64,2020-10-17,0.0545779471283232
AK,50-64,2020-10-24,0.0589808367331426
AK,50-64,2020-10-31,0.0658541579649526
AK,50-64,2020-11-07,0.0717285754302751
AK,50-64,2020-11-14,0.0793560612552157
AK,50-64,2020-11-21,0.0887165027778085
AK,50-64,2020-11-28,0.0994299527294438
AK,50-64,2020-12-05,0.111370051233659
AK,50-64,2020-12-12,0.124275868616395
AK,50-64,2020-12-19,0.132451699431225
AK,50-64,2020-12-26,0.138487429740264
AK,50-64,2021-01-02,0.143611582524893
AK,50-64,2021-01-09,0.149154814335347
AK,50-64,2021-01-16,0.154942177443871
AK,50-64,2021-01-23,0.158124874254766
AK,50-64,2021-01-30,0.161013727137037
AK,50-64,2021-02-06,0.163718484017132
AK,50-64,2021-02-13,0.166022366879809
AK,50-64,2021-02-20,0.167837973312471
AK,50-64,2021-02-27,0.169973995242357
AK,50-64,2021-03-06,0.173579909059206
AK,50-64,2021-03-13,0.17491824343627
AK,50-64,2021-03-20,0.177551863390912
AK,50-64,2021-03-27,0.179328710400019
AK,50-64,2021-04-03,0.180613505851679
AK,50-64,2021-04-10,0.182539692835772
AK,50-64,2021-04-17,0.185805282147314
AK,50-64,2021-04-24,0.18555895160446
AK,50-64,2021-05-01,0.188215272837241
AK,50-64,2021-05-08,0.188045764652249
AK,50-64,2021-05-15,0.189861180234311
AK,50-64,2021-05-22,0.190021835340179
AK,50-64,2021-05-29,0.189721494325576
AK,50-64,2021-06-05,0.188615048256453
AK,50-64,2021-06-12,0.187836420757978
AK,50-64,2021-06-19,0.188173091002337
AK,50-64,2021-06-26,0.186883578676847
AK,50-64,2021-07-03,0.188790878451387
AK,50-64,2021-07-10,0.187645843587238
AK,50-64,2021-07-17,0.188985202758334
AK,50-64,2021-07-24,0.190915756749535
AK,50-64,2021-07-31,0.193113401643825
AK,50-64,2021-08-07,0.197977595554115
AK,50-64,2021-08-14,0.198668593609538
AK,50-64,2021-08-21,0.20262659600317
AK,50-64,2021-08-28,0.211674903750766
AK,50-64,2021-09-04,0.216340713117146
AK,50-64,2021-09-11,0.225490980021539
AK,50-64,2021-09-18,0.235778012924997
AK,50-64,2021-09-25,0.244492382368976
AK,50-64,2021-10-02,0.274109027385978
AK,50-64,2021-10-09,0.285999458740492
AK,50-64,2021-10-16,0.306314227859465
AK,50-64,2021-10-23,0.319536086640628
AK,50-64,2021-10-30,0.33097665423058
AK,50-64,2021-11-06,0.3460587724572
AK,50-64,2021-11-13,0.350557476062557
AK,50-64,2021-11-20,0.356632707591174
AK,50-64,2021-11-27,0.361862787629256
AK,50-64,2021-12-04,0.365836587802839
AK,50-64,2021-12-11,0.368036518103713
AK,50-64,2021-12-18,0.375948448774821
AK,50-64,2021-12-25,0.375705526092719
AK,50-64,2022-01-01,0.379735065337053
AK,50-64,2022-01-08,0.391402573268498
AK,50-64,2022-01-15,0.418549012599147
AK,50-64,2022-02-11,0.559469509136599
AK,65+,2020-08-01,0.0216659775818795
AK,65+,2020-08-08,0.0223272196534859
AK,65+,2020-08-15,0.023888926130651
AK,65+,2020-08-22,0.0250309155819983
AK,65+,2020-08-29,0.0261033737146039
AK,65+,2020-09-05,0.0268312583568198
AK,65+,2020-09-12,0.0273698201223678
AK,65+,2020-09-19,0.0279218606850815
AK,65+,2020-09-26,0.0294101549296098
AK,65+,2020-10-03,0.0307574556049003
AK,65+,2020-10-10,0.0329895907572627
AK,65+,2020-10-17,0.0352558984342495
AK,65+,2020-10-24,0.0381773395408279
AK,65+,2020-10-31,0.0427524474669274
AK,65+,2020-11-07,0.0466864855570574
AK,65+,2020-11-14,0.0518188690703056
AK,65+,2020-11-21,0.0581577126446116
AK,65+,2020-11-28,0.0654698411160854
AK,65+,2020-12-05,0.0736921231381019
AK,65+,2020-12-12,0.0826674497314104
AK,65+,2020-12-19,0.0884137647290256
AK,65+,2020-12-26,0.0926899636833518
AK,65+,2021-01-02,0.0963430807119182
AK,65+,2021-01-09,0.100310762308007
AK,65+,2021-01-16,0.104472166281987
AK,65+,2021-01-23,0.106786441009678
AK,65+,2021-01-30,0.108896628175395
AK,65+,2021-02-06,0.110880155264556
AK,65+,2021-02-13,0.112579649942184
AK,65+,2021-02-20,0.113930136629981
AK,65+,2021-02-27,0.115515282438015
AK,65+,2021-03-06,0.118171093787743
AK,65+,2021-03-13,0.119184895129921
AK,65+,2021-03-20,0.121144214703572
AK,65+,2021-03-27,0.122482669774624
AK,65+,2021-04-03,0.123463800710324
AK,65+,2021-04-10,0.1249161730008
AK,65+,2021-04-17,0.127354938390327
AK,65+,2021-04-24,0.127217452776945
AK,65+,2021-05-01,0.129215100197956
AK,65+,2021-05-08,0.129134294606077
AK,65+,2021-05-15,0.13051677907784
AK,65+,2021-05-22,0.130679779969569
AK,65+,2021-05-29,0.130502538682552
AK,65+,2021-06-05,0.129730368085269
AK,65+,2021-06-12,0.12920016560113
AK,65+,2021-06-19,0.129492610046219
AK,65+,2021-06-26,0.128585409034869
AK,65+,2021-07-03,0.13003712585808
AK,65+,2021-07-10,0.129235732681977
AK,65+,2021-07-17,0.130269357136738
AK,65+,2021-07-24,0.131742277601511
AK,65+,2021-07-31,0.133416306797248
AK,65+,2021-08-07,0.137078496996845
AK,65+,2021-08-14,0.137639862839061
AK,65+,2021-08-21,0.140642641723103
AK,65+,2021-08-28,0.147484048966341
AK,65+,2021-09-04,0.151056166127964
AK,65+,2021-09-11,0.158053992519931
AK,65+,2021-09-18,0.165977775791293
AK,65+,2021-09-25,0.172751235334345
AK,65+,2021-10-02,0.195992916381841
AK,65+,2021-10-09,0.205517786392553
AK,65+,2021-10-16,0.221960065015777
AK,65+,2021-10-23,0.232832494963562
AK,65+,2021-10-30,0.242345889943939
AK,65+,2021-11-06,0.255002550713473
AK,65+,2021-11-13,0.258861068781899
AK,65+,2021-11-20,0.264069213778084
AK,65+,2021-11-27,0.268585261527948
AK,65+,2021-12-04,0.272048814177867
AK,65+,2021-12-11,0.274006238097905
AK,65+,2021-12-18,0.280873962965488
AK,65+,2021-12-25,0.280743882941359
AK,65+,2022-01-01,0.284298258676431
AK,65+,2022-01-08,0.294506671214515
AK,65+,2022-01-15,0.31853413739426
AK,65+,2022-02-11,0.452339964307356
AL,0-17,2020-08-01,0.0840005677195396
AL,0-17,2020-08-08,0.0902507345892825
AL,0-17,2020-08-15,0.0954262890634231
AL,0-17,2020-08-22,0.0993506987443236
AL,0-17,2020-08-29,0.103582956714622
AL,0-17,2020-09-05,0.107022963203645
AL,0-17,2020-09-12,0.10966555287953
AL,0-17,2020-09-19,0.113511234158969
AL,0-17,2020-09-26,0.117605872579616
AL,0-17,2020-10-03,0.121200261318338
AL,0-17,2020-10-10,0.125478213908259
AL,0-17,2020-10-17,0.130230013153791
AL,0-17,2020-10-24,0.13607192721819
AL,0-17,2020-10-31,0.140910219820762
AL,0-17,2020-11-07,0.146935500457692
AL,0-17,2020-11-14,0.154231033470644
AL,0-17,2020-11-21,0.162956348813623
AL,0-17,2020-11-28,0.169763511606288
AL,0-17,2020-12-05,0.182751282624919
AL,0-17,2020-12-12,0.1952670805631
AL,0-17,2020-12-19,0.213194518627501
AL,0-17,2020-12-26,0.227371164914161
AL,0-17,2021-01-02,0.24223134330868
AL,0-17,2021-01-09,0.26151892664896
AL,0-17,2021-01-16,0.282270726274288
AL,0-17,2021-01-23,0.299259727338649
AL,0-17,2021-01-30,0.317666324811651
AL,0-17,2021-02-06,0.335272570707271
AL,0-17,2021-02-13,0.346795612113621
AL,0-17,2021-02-20,0.353085578940832
AL,0-17,2021-02-27,0.360620404714517
AL,0-17,2021-03-06,0.366795175091238
AL,0-17,2021-03-13,0.370576285611531
AL,0-17,2021-03-20,0.374661707015569
AL,0-17,2021-03-27,0.377080082903975
AL,0-17,2021-04-03,0.378724379474769
AL,0-17,2021-04-10,0.380810864181197
AL,0-17,2021-04-17,0.383519279542908
AL,0-17,2021-04-24,0.385703206709478
AL,0-17,2021-05-01,0.388011000046182
AL,0-17,2021-05-08,0.389967449766986
AL,0-17,2021-05-15,0.394392589783137
AL,0-17,2021-05-22,0.395746151220677
AL,0-17,2021-05-29,0.396314861557469
AL,0-17,2021-06-05,0.397281153605337
AL,0-17,2021-06-12,0.398709229138273
AL,0-17,2021-06-19,0.400034594321288
AL,0-17,2021-06-26,0.400555995129858
AL,0-17,2021-07-03,0.400371045902725
AL,0-17,2021-07-10,0.40212191827827
AL,0-17,2021-07-17,0.403634878198194
AL,0-17,2021-07-24,0.406979315440125
AL,0-17,2021-07-31,0.414607361846746
AL,0-17,2021-08-07,0.421701359247127
AL,0-17,2021-08-14,0.433483974772666
AL,0-17,2021-08-21,0.447620854042529
AL,0-17,2021-08-28,0.463716139570141
AL,0-17,2021-09-04,0.481492314509664
AL,0-17,2021-09-11,0.49750641929951
AL,0-17,2021-09-18,0.512627739214644
AL,0-17,2021-09-25,0.52762244673397
AL,0-17,2021-10-02,0.538971937671773
AL,0-17,2021-10-09,0.546382657417364
AL,0-17,2021-10-16,0.55217572177426
AL,0-17,2021-10-23,0.556581568413484
AL,0-17,2021-10-30,0.562062838921949
AL,0-17,2021-11-06,0.565577373293733
AL,0-17,2021-11-13,0.568173801996173
AL,0-17,2021-11-20,0.569853198180895
AL,0-17,2021-11-27,0.571362760341591
AL,0-17,2021-12-04,0.574001824631209
AL,0-17,2021-12-11,0.576569795443821
AL,0-17,2021-12-18,0.578459540403708
AL,0-17,2021-12-25,0.580976106444336
AL,0-17,2022-01-01,0.591338202248507
AL,0-17,2022-01-08,0.61144490001506
AL,0-17,2022-01-15,0.625940560174851
AL,0-17,2022-02-11,0.800700159681205
AL,18-49,2020-08-01,0.0774591396326757
AL,18-49,2020-08-08,0.0827763766854731
AL,18-49,2020-08-15,0.0870511981089924
AL,18-49,2020-08-22,0.0901359573323597
AL,18-49,2020-08-29,0.0934693382353113
AL,18-49,2020-09-05,0.0960488603094908
AL,18-49,2020-09-12,0.0978800188976217
AL,18-49,2020-09-19,0.100774158905079
AL,18-49,2020-09-26,0.103862324330822
AL,18-49,2020-10-03,0.106473183014087
AL,18-49,2020-10-10,0.109665947631067
AL,18-49,2020-10-17,0.113248353060175
AL,18-49,2020-10-24,0.117761250791127
AL,18-49,2020-10-31,0.121351844197261
AL,18-49,2020-11-07,0.125953173502664
AL,18-49,2020-11-14,0.131630422998194
AL,18-49,2020-11-21,0.138517158010443
AL,18-49,2020-11-28,0.143685147951515
AL,18-49,2020-12-05,0.154208249628316
AL,18-49,2020-12-12,0.164277929813465
AL,18-49,2020-12-19,0.179047709089865
AL,18-49,2020-12-26,0.190510882388831
AL,18-49,2021-01-02,0.202554210759841
AL,18-49,2021-01-09,0.218495993999003
AL,18-49,2021-01-16,0.235766407561125
AL,18-49,2021-01-23,0.249726027298831
AL,18-49,2021-01-30,0.264986848398176
AL,18-49,2021-02-06,0.27957583970723
AL,18-49,2021-02-13,0.288695071694513
AL,18-49,2021-02-20,0.293069692233812
AL,18-49,2021-02-27,0.298566604954876
AL,18-49,2021-03-06,0.302822497791695
AL,18-49,2021-03-13,0.304896031892651
AL,18-49,2021-03-20,0.307239470886312
AL,18-49,2021-03-27,0.3080630430701
AL,18-49,2021-04-03,0.308180695956088
AL,18-49,2021-04-10,0.308695991194496
AL,18-49,2021-04-17,0.309770096968468
AL,18-49,2021-04-24,0.310365829543487
AL,18-49,2021-05-01,0.311069814552841
AL,18-49,2021-05-08,0.311453377109439
AL,18-49,2021-05-15,0.314058769000045
AL,18-49,2021-05-22,0.313891041840554
AL,18-49,2021-05-29,0.313016308820113
AL,18-49,2021-06-05,0.31249932957583
AL,18-49,2021-06-12,0.312395782612858
AL,18-49,2021-06-19,0.312198813664453
AL,18-49,2021-06-26,0.311282560490325
AL,18-49,2021-07-03,0.30973836690605
AL,18-49,2021-07-10,0.309919143387452
AL,18-49,2021-07-17,0.309886369199682
AL,18-49,2021-07-24,0.311478229238027
AL,18-49,2021-07-31,0.316880775736345
AL,18-49,2021-08-07,0.321818249525124
AL,18-49,2021-08-14,0.330986141030098
AL,18-49,2021-08-21,0.34235699066255
AL,18-49,2021-08-28,0.355636579982114
AL,18-49,2021-09-04,0.370640634527288
AL,18-49,2021-09-11,0.38418516730482
AL,18-49,2021-09-18,0.397050981129879
AL,18-49,2021-09-25,0.409960263814877
AL,18-49,2021-10-02,0.419465039974342
AL,18-49,2021-10-09,0.425178315344738
AL,18-49,2021-10-16,0.42932790928761
AL,18-49,2021-10-23,0.432121247434438
AL,18-49,2021-10-30,0.436001539431113
AL,18-49,2021-11-06,0.437932514075671
AL,18-49,2021-11-13,0.438949986920644
AL,18-49,2021-11-20,0.439049895312673
AL,18-49,2021-11-27,0.438980624604994
AL,18-49,2021-12-04,0.440050184643892
AL,18-49,2021-12-11,0.441052760162134
AL,18-49,2021-12-18,0.441373945963848
AL,18-49,2021-12-25,0.442332420108549
AL,18-49,2022-01-01,0.451298585950786
AL,18-49,2022-01-08,0.470539670633153
AL,18-49,2022-01-15,0.484262821443781
AL,18-49,2022-02-11,0.687250191428151
AL,50-64,2020-08-01,0.0566321452033461
AL,50-64,2020-08-08,0.0605288194885521
AL,50-64,2020-08-15,0.0636456605246609
AL,50-64,2020-08-22,0.0658691712231466
AL,50-64,2020-08-29,0.0682776820280303
AL,50-64,2020-09-05,0.0701185795740214
AL,50-64,2020-09-12,0.071395598739707
AL,50-64,2020-09-19,0.0734689794673584
AL,50-64,2020-09-26,0.0756865796077035
AL,50-64,2020-10-03,0.0775438527197755
AL,50-64,2020-10-10,0.0798371772285761
AL,50-64,2020-10-17,0.0824227128965363
AL,50-64,2020-10-24,0.0857092411644106
AL,50-64,2020-10-31,0.0883004353649356
AL,50-64,2020-11-07,0.0916552838430585
AL,50-64,2020-11-14,0.0958270792837165
AL,50-64,2020-11-21,0.100923299685
AL,50-64,2020-11-28,0.104719587658374
AL,50-64,2020-12-05,0.112615718505925
AL,50-64,2020-12-12,0.120198207176025
AL,50-64,2020-12-19,0.131458823001703
AL,50-64,2020-12-26,0.140216476381884
AL,50-64,2021-01-02,0.14947864895268
AL,50-64,2021-01-09,0.161889933245358
AL,50-64,2021-01-16,0.175476191367628
AL,50-64,2021-01-23,0.186512061312661
AL,50-64,2021-01-30,0.198696715746657
AL,50-64,2021-02-06,0.210434433452711
AL,50-64,2021-02-13,0.217726811884331
AL,50-64,2021-02-20,0.22110391135235
AL,50-64,2021-02-27,0.225421567964754
AL,50-64,2021-03-06,0.228712142643306
AL,50-64,2021-03-13,0.230181731406682
AL,50-64,2021-03-20,0.231877116670487
AL,50-64,2021-03-27,0.232300574525817
AL,50-64,2021-04-03,0.232133225458791
AL,50-64,2021-04-10,0.232298192887488
AL,50-64,2021-04-17,0.232929722852955
AL,50-64,2021-04-24,0.233161051482583
AL,50-64,2021-05-01,0.233482413315091
AL,50-64,2021-05-08,0.23353587183389
AL,50-64,2021-05-15,0.23544418323888
AL,50-64,2021-05-22,0.235035948083921
AL,50-64,2021-05-29,0.234038618209835
AL,50-64,2021-06-05,0.233340975311744
AL,50-64,2021-06-12,0.232988291340165
AL,50-64,2021-06-19,0.232558312084506
AL,50-64,2021-06-26,0.231531715772371
AL,50-64,2021-07-03,0.229986816684387
AL,50-64,2021-07-10,0.229872592609732
AL,50-64,2021-07-17,0.229581725345889
AL,50-64,2021-07-24,0.230634502506648
AL,50-64,2021-07-31,0.234845711040288
AL,50-64,2021-08-07,0.238681125435407
AL,50-64,2021-08-14,0.246064293499302
AL,50-64,2021-08-21,0.255348946716323
AL,50-64,2021-08-28,0.266330526112678
AL,50-64,2021-09-04,0.27889951037185
AL,50-64,2021-09-11,0.290332509976047
AL,50-64,2021-09-18,0.301280747541113
AL,50-64,2021-09-25,0.31237082668251
AL,50-64,2021-10-02,0.320518638863236
AL,50-64,2021-10-09,0.325312957625317
AL,50-64,2021-10-16,0.328716837992306
AL,50-64,2021-10-23,0.330905430869164
AL,50-64,2021-10-30,0.334080386278928
AL,50-64,2021-11-06,0.335496373846756
AL,50-64,2021-11-13,0.336085638556094
AL,50-64,2021-11-20,0.335843619402105
AL,50-64,2021-11-27,0.335448534814019
AL,50-64,2021-12-04,0.336084445357451
AL,50-64,2021-12-11,0.336659765014271
AL,50-64,2021-12-18,0.336617836186843
AL,50-64,2021-12-25,0.337153075948945
AL,50-64,2022-01-01,0.344970490239432
AL,50-64,2022-01-08,0.362330200401316
AL,50-64,2022-01-15,0.37478414881907
AL,50-64,2022-02-11,0.582392244697389
AL,65+,2020-08-01,0.0370296175209515
AL,65+,2020-08-08,0.0396080413859941
AL,65+,2020-08-15,0.0416679787366392
AL,65+,2020-08-22,0.0431307214044736
AL,65+,2020-08-29,0.0447182816705533
AL,65+,2020-09-05,0.0459252032084319
AL,65+,2020-09-12,0.046753158340752
AL,65+,2020-09-19,0.048116546718333
AL,65+,2020-09-26,0.0495775097724626
AL,65+,2020-10-03,0.0507962029095702
AL,65+,2020-10-10,0.0523093104518904
AL,65+,2020-10-17,0.0540206199279075
AL,65+,2020-10-24,0.0562076184268257
AL,65+,2020-10-31,0.0579259655516183
AL,65+,2020-11-07,0.0601641419125598
AL,65+,2020-11-14,0.062961470285265
AL,65+,2020-11-21,0.0663956997093736
AL,65+,2020-11-28,0.0689487787915316
AL,65+,2020-12-05,0.0743244953121505
AL,65+,2020-12-12,0.0795096863742281
AL,65+,2020-12-19,0.0872821240995407
AL,65+,2020-12-26,0.0933551550079924
AL,65+,2021-01-02,0.0998197243839759
AL,65+,2021-01-09,0.108567967248077
AL,65+,2021-01-16,0.118239377884521
AL,65+,2021-01-23,0.126150921323368
AL,65+,2021-01-30,0.134966674860212
AL,65+,2021-02-06,0.143529935526096
AL,65+,2021-02-13,0.148854137487817
AL,65+,2021-02-20,0.151281486051822
AL,65+,2021-02-27,0.154416445467999
AL,65+,2021-03-06,0.156789642878531
AL,65+,2021-03-13,0.157800410397245
AL,65+,2021-03-20,0.158980996237106
AL,65+,2021-03-27,0.159206989838785
AL,65+,2021-04-03,0.158989539337905
AL,65+,2021-04-10,0.159021436138525
AL,65+,2021-04-17,0.159403101955638
AL,65+,2021-04-24,0.159484521993405
AL,65+,2021-05-01,0.15963334021338
AL,65+,2021-05-08,0.159581288846849
AL,65+,2021-05-15,0.160919489451123
AL,65+,2021-05-22,0.160520764650602
AL,65+,2021-05-29,0.159681414367262
AL,65+,2021-06-05,0.159067482059129
AL,65+,2021-06-12,0.158712089004212
AL,65+,2021-06-19,0.158299356495516
AL,65+,2021-06-26,0.157442156981127
AL,65+,2021-07-03,0.15620054314821
AL,65+,2021-07-10,0.156025083636787
AL,65+,2021-07-17,0.155718446856506
AL,65+,2021-07-24,0.156410685094146
AL,65+,2021-07-31,0.159455609064446
AL,65+,2021-08-07,0.162227621574808
AL,65+,2021-08-14,0.167671126765312
AL,65+,2021-08-21,0.174584164654288
AL,65+,2021-08-28,0.182843071529698
AL,65+,2021-09-04,0.192399105832607
AL,65+,2021-09-11,0.20116554444434
AL,65+,2021-09-18,0.209631330268829
AL,65+,2021-09-25,0.218285110970566
AL,65+,2021-10-02,0.224661398658351
AL,65+,2021-10-09,0.228383028403239
AL,65+,2021-10-16,0.230998107686745
AL,65+,2021-10-23,0.232639066143279
AL,65+,2021-10-30,0.235079101658482
AL,65+,2021-11-06,0.236100446471492
AL,65+,2021-11-13,0.236453277866772
AL,65+,2021-11-20,0.236133581244154
AL,65+,2021-11-27,0.235690415460705
AL,65+,2021-12-04,0.236080557786443
AL,65+,2021-12-11,0.236421683815791
AL,65+,2021-12-18,0.236263850466125
AL,65+,2021-12-25,0.236572405049779
AL,65+,2022-01-01,0.242786075537419
AL,65+,2022-01-08,0.256890197285304
AL,65+,2022-01-15,0.267104362390738
AL,65+,2022-02-11,0.458162705739096
AR,0-17,2020-08-01,0.0456432026180832
AR,0-17,2020-08-08,0.0475427153751087
AR,0-17,2020-08-15,0.0488745934332088
AR,0-17,2020-08-22,0.0507312918955884
AR,0-17,2020-08-29,0.0535395597289127
AR,0-17,2020-09-05,0.0572515036413419
AR,0-17,2020-09-12,0.0603466470389385
AR,0-17,2020-09-19,0.0676380580889676
AR,0-17,2020-09-26,0.0728774080495715
AR,0-17,2020-10-03,0.0786529692647458
AR,0-17,2020-10-10,0.0843962718570875
AR,0-17,2020-10-17,0.0901594835565394
